workerid,proliferate.condition,order,response,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
3,condition1,all-some-a-the,"['all', False]",5,example1,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
3,condition1,all-some-a-the,"['a', False]",6,example4,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
3,condition1,all-some-a-the,"['some', False]",8,40349:14,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
3,condition1,all-some-a-the,"['all', True]",9,37508:7,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
3,condition1,all-some-a-the,"['a', False]",10,60430:4,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
3,condition1,all-some-a-the,"['all', False]",11,51293:9,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
3,condition1,all-some-a-the,"['a', False]",12,68569:4,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
3,condition1,all-some-a-the,"['the', False]",13,102105:4,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
3,condition1,all-some-a-the,"['the', False]",14,103191:13,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
3,condition1,all-some-a-the,"['the', False]",15,61578:4,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
3,condition1,all-some-a-the,"['all', False]",16,118088:9,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
3,condition1,all-some-a-the,"['some', False]",17,130644:22,[],,,,-1,-1,-1,,,Firefox,Mac,1080,1920,0.7459166666666667,
27,condition1,,"['Linda', 'Linda']",1,bot_check,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['all', False]",3,example1,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['a', False]",4,example2,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['all', False]",5,example1,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['the', False]",6,example4,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['a', False]",8,68569:4,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['the', False]",9,37508:7,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['the', False]",10,118088:9,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['the', False]",11,51293:9,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['a', False]",12,130644:22,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['the', False]",13,61578:4,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['all', False]",14,103191:13,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['some', False]",15,60430:4,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['the', False]",16,102105:4,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
27,condition1,all-the-some-a,"['the', False]",17,40349:14,[],28,Yes,Some of these I wanted an option for an any rather than an every. ,4,1,1,Male,English,Chrome,Linux,786,393,8.3676,
6,condition1,,"['Jessica', 'Jessica']",1,bot_check,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['a', False]",3,example1,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['a', False]",3,example1,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['a', False]",3,example1,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['a', False]",3,example1,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['all', False]",3,example1,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['some', False]",4,example2,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['all', False]",5,example1,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['the', False]",6,example4,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['some', False]",8,40349:14,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['a', False]",9,60430:4,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['the', False]",10,51293:9,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['the', False]",11,61578:4,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['the', False]",12,68569:4,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['some', False]",13,37508:7,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['some', False]",14,103191:13,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['the', False]",15,118088:9,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['some', False]",16,130644:22,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
6,condition1,a-the-all-some,"['some', False]",17,102105:4,[],18,Yes,The dialogues seemed very incomplete,2,1,0,Female,English,Safari,iPhone/iPod,667,375,5.239716666666666,
9,condition1,,"['Barbara', 'Barbara']",1,bot_check,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['the', False]",3,example1,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['the', False]",3,example1,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['all', False]",3,example1,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['a', False]",4,example2,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['the', False]",5,example1,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['a', False]",5,example1,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['all', False]",5,example1,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['some', False]",6,example4,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['the', True]",8,40349:14,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['all', True]",9,103191:13,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['all', False]",10,102105:4,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['all', False]",11,61578:4,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['all', True]",12,60430:4,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['the', True]",13,37508:7,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['all', False]",14,130644:22,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['a', False]",15,68569:4,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['the', False]",16,51293:9,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
9,condition1,a-some-all-the,"['the', False]",17,118088:9,[],20,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.015583333333334,
19,condition1,,"['Mary', 'Mary']",1,bot_check,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['a', False]",3,example1,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['a', False]",3,example1,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['some', False]",3,example1,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['the', False]",3,example1,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['all', False]",3,example1,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['the', False]",4,example2,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['all', False]",4,example2,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['some', False]",4,example2,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['all', False]",5,example1,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['the', False]",6,example4,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['all', False]",8,51293:9,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['all', False]",9,130644:22,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['all', False]",10,60430:4,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['all', False]",11,68569:4,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['the', False]",12,40349:14,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['some', False]",13,61578:4,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['all', False]",14,37508:7,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['some', False]",15,102105:4,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['some', False]",16,118088:9,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
19,condition1,all-a-the-some,"['all', False]",17,103191:13,[],30,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.061633333333333,
8,condition1,,"['Patricia', 'Patricia']",1,bot_check,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['a', False]",3,example1,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['a', False]",3,example1,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['all', False]",3,example1,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['some', False]",4,example2,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['some', False]",5,example1,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['some', True]",5,example1,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['the', True]",5,example1,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['a', True]",5,example1,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['a', False]",5,example1,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['some', False]",5,example1,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['the', False]",5,example1,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['all', False]",5,example1,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['the', False]",6,example4,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['all', False]",8,60430:4,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['some', False]",9,102105:4,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['all', True]",10,103191:13,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['all', False]",11,130644:22,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['the', False]",12,40349:14,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['a', False]",13,51293:9,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['the', False]",14,61578:4,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['a', False]",15,68569:4,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['some', False]",16,118088:9,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
8,condition1,a-some-the-all,"['all', False]",17,37508:7,[],38,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.908516666666666,
25,condition1,,"['Margaret', 'Margaret']",1,bot_check,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['some', False]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['some', False]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['some', True]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['a', False]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['a', False]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['a', False]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['a', False]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['the', False]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['the', False]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['the', False]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['the', False]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['all', False]",3,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['some', False]",4,example2,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['some', False]",5,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['all', False]",5,example1,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['a', False]",6,example4,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['a', False]",8,37508:7,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['all', False]",9,61578:4,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['the', False]",10,68569:4,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['all', False]",11,118088:9,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['some', False]",12,130644:22,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['a', False]",13,103191:13,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['all', False]",14,40349:14,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['the', False]",15,60430:4,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['a', False]",16,102105:4,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
25,condition1,some-a-all-the,"['the', False]",17,51293:9,[],19,Confused,,2,1,1,Male,English,Chrome,Windows,1080,1920,1.8971166666666663,
10,condition1,,"['Linda', 'Linda']",1,bot_check,[],41,Yes,,2,1,1,Female,English,Chrome,Windows,900,1440,4.2252,
10,condition1,some-a-the-all,"['all', False]",3,example1,[],41,Yes,,2,1,1,Female,English,Chrome,Windows,900,1440,4.2252,
10,condition1,some-a-the-all,"['a', False]",4,example2,[],41,Yes,,2,1,1,Female,English,Chrome,Windows,900,1440,4.2252,
10,condition1,some-a-the-all,"['all', False]",5,example1,[],41,Yes,,2,1,1,Female,English,Chrome,Windows,900,1440,4.2252,
10,condition1,some-a-the-all,"['the', False]",6,example4,[],41,Yes,,2,1,1,Female,English,Chrome,Windows,900,1440,4.2252,
10,condition1,some-a-the-all,"['all', True]",8,130644:22,[],41,Yes,,2,1,1,Female,English,Chrome,Windows,900,1440,4.2252,
10,condition1,some-a-the-all,"['the', True]",9,40349:14,[],41,Yes,,2,1,1,Female,English,Chrome,Windows,900,1440,4.2252,
